id,file_id,Раздел,Документ,Объектные,Функциональные,Процессные,Ограничения,Структурные
92,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Все СИ, применяемые на АСН (датчики давления, температуры и т.д.), должны обладать показателями точности не хуже типовых значений . Конкретные требования определяются в соответствующих технических требованиях на системы учета и СИ, применяемые на объекте АСН, с учетом требований соответствующей НД при организации измерения. Абсолютная погрешность датчика температуры должна быть не более  ± 0,5 0С, прибор должен быть внесен в Федеральный информационный фонд по обеспечению единства измерений, иметь действующее свидетельство об утверждении типа и должен быть поверен.

Завод-изготовитель АСН должен выполнить первичную поверку СИ АСН. Срок действия свидетельств о поверке АСН и СИ, входящих в состав АСН, должен составлять не менее 2/3 межповерочного интервала на дату поставки.",Автоматизированная система налива,Метрология,Комплектация;Проектирование,Нормативное требование,Требования
93,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Завод-изготовитель АСН должен выполнить поверку всех средств измерений, измерительных каналов и измерительной системы АСН в комплексе. Срок действия свидетельств о поверке Измерительной системы АСН и СИ, входящих в состав АСН, должен составлять не менее 2/3 межповерочного интервала на дату поставки. Методика измерений должна быть аттестована в соответствии с требованиями ГОСТ Р 8.563. Необходимо представление свидетельства об аттестации методики измерений. Методика поверки АСН должна быть включена в описание типа средств измерений АСН. Все СИ, входящие в состав АСН, должны быть поверены, иметь методику поверки, утвержденную в установленном порядке и подробную инструкцию по эксплуатации.

Методика поверки АСН должна предусматривать поверку ИС без демонтажа ее элементов. Результаты поверки АСН должны считаться положительными, если погрешности указанные в сопроводительной документации на применяемые в установке СИ, не превышают значений приведенных в ЭД АСН.

Обязательное участие поставщика оборудования в проведении испытаний и процедурах утверждения типа СИ должно быть предусмотрено в графике работ отдельным этапом (по согласованию с Заказчиком).",Автоматизированная система налива,Метрология,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
94,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Организация измерений при проведении всех видов учетных операций должна соответствовать Методическим указаниям. Результаты измерений должны быть выражены в единицах величин, допущенных к применению в РФ. 

В составе АСН должна быть применена ИС, реализующая прямой метод динамического измерения массы с использованием преобразователей массового расхода и СОИ;",Автоматизированная система налива,Метрология,Комплектация;Проектирование,Не опознано,Требования
95,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.4. ТРЕБОВАНИЯ К ИСПЫТАНИЯМ ОБОРУДОВАНИЯ
Для контроля качества и приемки изготовленной продукции на заводе-изготовителе должны быть проведены приемо-сдаточные испытания в объеме и последовательности, которые установлены ПМ, разработанной заводом-изготовителем с учетом требований ГОСТ 15.309.

Испытаниям на функционирование (работоспособность) подвергают АСН до консервации и нанесения системы антикоррозионного покрытия, если в КД завода-изготовителя не указано иное. Трубопроводы должны быть испытаны на заводе-изготовителе на прочность плотность и герметичность, после чего трубопроводы необходимо продуть и законсервировать.

Результаты испытаний оформляют документально в соответствии с требованиями 
ГОСТ Р 15.301 и (или) ГОСТ 15.309.

Приемка и контроль качества АСН (сборочных единиц и деталей, материалов, комплектующих изделий и отдельных операций) должны производиться ОТК завода-изготовителя на соответствие требованиям настоящих Методических указаний и КД завода-изготовителя. Результатом приемки является штамп ОТК с подписью в паспорте АСН. ",Автоматизированная система налива,Не опознано,Испытание,Не опознано,Ссылка на НД;Требования
96,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.5. ТРЕБОВАНИЯ К ПОКАЗАТЕЛЯМ НАДЕЖНОСТИ

Нормативные значения показателей надежности и показателей безопасности приведены в Таблице 8.
",Автоматизированная система налива,Не опознано,Не опознано,Не опознано,Требования
97,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Таблица 8
Нормативные значения показателей надежности и показателей безопасности
",Автоматизированная система налива,Не опознано,Не опознано,Не опознано,Таблица
98,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Эксплуатация АСН после окончания назначенного срока службы возможна при условии продления назначенных показателей в соответствии с ГОСТ 33272.

Нормы показателей надежности оборудования должны учитывать требования
ГОСТ 27.003.

Обеспечение ремонтопригодности деталей, сборочных единиц и АСН в целом должно осуществляться в соответствии с требованиями ГОСТ 23660.

Гарантийный срок хранения и эксплуатации должен составлять 24 месяца со дня ввода в эксплуатацию и 36 месяцев с даты поставки. Гарантийный срок хранения не включается в назначенный срок службы. 

При обнаружении в гарантийный срок эксплуатации дефектов, вызванных некачественным изготовлением, поставщик / завод-изготовитель должен устранить обнаруженные дефекты или заменить оборудование / элемент конструкции или полностью изделие.
",Автоматизированная система налива,Не опознано,Хранение,Не опознано,Ограничение по применению;Ссылка на НД;Требования
99,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.6. ТРЕБОВАНИЯ К ПОКРЫТИЮ, МАРКИРОВКЕ И ВИЗУАЛЬНОЙ ИДЕНТИФИКАЦИИ

Антикоррозионная защита оборудования, трубной обвязки и материалов должна быть выполнена в соответствии с требованиями Технологической инструкции  «Антикоррозионная защита металлических конструкций на объектах нефтегазодобычи, нефтегазопереработки и нефтепродуктообеспечения».

Цветовое решение должно соответствовать Методическим указаниям .",Автоматизированная система налива,Не опознано,Маркировка,Внешний вид,Требования
100,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Антикоррозионное покрытие  и нанесение визуальной идентификации выполнить на заводе-изготовителе.

Категорию коррозионной активности атмосферы принять в соответствии с требованиями Технологической инструкции  «Антикоррозионная защита металлических конструкций на объектах нефтегазодобычи, нефтегазопереработки и нефтепродуктообеспечения» :
 С3 для защиты материалов АСН.

АСН должен иметь фирменную табличку, размещенную на видном месте, соответствующую требованиям ГОСТ 12971.

Содержание маркировки на табличке:
 наименование или товарный знак завода-изготовителя;
 наименование или обозначение, а также габаритные размеры АСН;
 заводской номер;
 масса блока, кг;
 год изготовления;
 клеймо ОТК;
 знак соответствия сертифицированной продукции в соответствии с ГОСТ Р 50460.",Автоматизированная система налива,Не опознано,Маркировка,Внешний вид,Ссылка на НД;Требования
101,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","На составные части АСН должны быть нанесены:
 на напорный трубопровод и выходных патрубках - опознавательная окраска и направление движения продукта в соответствии с ГОСТ 14202;
 на запорную арматуру и другое оборудование/изделия/материалы - обозначение в соответствии с технологической схемой и указаниями КД.

Маркировка должна быть устойчивой к воздействию климатических условий и четко выделяться на фоне поверхности, на которую она нанесена.",Автоматизированная система налива,Не опознано,Маркировка,Внешний вид,Ссылка на НД;Требования
102,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.7. ТЕХНИЧЕСКИЕ УСЛУГИ ЗАВОДА-ИЗГОТОВИТЕЛЯ

В объем технических услуг завода-изготовителя входит:
 изготовление, включая проектирование, систем технологического оборудования, несущих конструкций блока, электроснабжения, автоматизации, испытание и поставка МТР в составе комплекта, шеф-монтажные работы.
Завод-изготовитель обязан предоставить Заказчику (или его уполномоченному лицу) доступ для проведения инспекции по проверке качества изготавливаемого оборудования на заводе-изготовителе.",Автоматизированная система налива,Не опознано,Комплектация,Не опознано,Требования
103,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.8. ТРЕБОВАНИЯ К КОМПЛЕКТНОСТИ ПОСТАВКИ 

АСН должен поставляться новым, в полной заводской готовности, в соответствии с требованиями раздела 4 настоящих Методических указаний, в блочном исполнении, в комплекте с установленными трубопроводами, патрубками, запорной арматурой, лестницами, площадками обслуживания, оборудованием КИПиА, табличками и знаками.",Автоматизированная система налива,Не опознано,Комплектация,Не опознано,Требования
104,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.9. ТРЕБОВАНИЯ К ДОКУМЕНТАЦИИ И ТЕХНИЧЕСКИМ ДАННЫМ

В сопроводительной документации завод-изготовитель в обязательном порядке должен изложить порядок и способ утилизации оборудования после утраты ими потребительских свойств, включая упаковку в соответствии с требованиями Федерального закона от 24.06.1998 № 89-ФЗ «Об отходах производства и потребления».

Перечень технической документации и сроки ее предоставления заводом-изготовителем АСН приведены в Таблице 9.

Сроки предоставления технической документации считать в календарных днях, с даты заключения договора поставки АСН с заводом-изготовителем.",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Ссылка на НД;Ссылка на таблицу;Требования
105,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Таблица 9
Перечень технической документации и сроки ее предоставления
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Таблица
106,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Товаросопроводительная документация:
 комплектовочная ведомость;
 упаковочный лист;
 отгрузочная спецификация на комплектующие изделия (запорную арматуру, средства измерения, контроля и автоматизации и другие изделия, ЗИП);
 разделительная ведомость основных элементов, с указанием стоимости каждой отдельной единицы.

В сопроводительной документации завод-изготовитель в обязательном порядке должен изложить порядок и способ утилизации оборудования после утраты ими потребительских свойств, включая упаковку в соответствии с требованиями Федерального закона от 24.06.1998 № 89-ФЗ «Об отходах производства и потребления».

Завод-изготовитель, в составе технической документации на поставляемую АСН, должен прикладывать перечень импортных составляющих/комплектующих, изделий и материалов с указанием страны происхождения по каждой импортной позиции.",Автоматизированная система налива,Не опознано,Комплектация;Проектирование; Утилизация,Не опознано,Ссылка на НД;Требования
107,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.10. ТРЕБОВАНИЯ К ТРАНСПОРТИРОВАНИЮ, КОНСЕРВАЦИИ И ХРАНЕНИЮ

После транспортирования АСН необходимо выполнить его приемку и входной контроль в полном соответствии с требованиями Методических указаний.

Оборудование, его составные части должны быть рассчитаны на экстремальные температуры района строительства, при транспортировании и хранении.

Габариты и масса должны позволять транспортирование АСН железнодорожным или автомобильным транспортом. Допускается транспортирование водным транспортом.

Погрузка, транспортирование и выгрузка АСН на подвижной состав, при транспортировании их по железным дорогам РФ, производится в соответствии с требованиями по обеспечению сохранности при производстве погрузочно-разгрузочных и маневровых работ
ГОСТ 22235. Транспортирование металлоконструкций водным и автомобильным видом транспорта должно производиться в соответствии с документами, действующими на соответствующих видах транспорта.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Ссылка на НД;Требования
108,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","
На АСН должны быть нанесены яркой несмываемой краской обозначения центра массы.

Несущие конструкции должны иметь устройства для строповки при погрузочно-разгрузочных и монтажных работах, а также должны быть рассчитаны на транспортные нагрузки. Строповка должна осуществляться в соответствии со схемой строповки предоставляемой в составе КД.

Погрузочно-разгрузочные работы и транспортирование до монтажной площадки АСН следует производить, соблюдая меры, исключающие возможность их повреждения, а также обеспечивающие сохранность защитного покрытия конструкции АСН.

Запрещается выгружать металлоконструкции с транспортных средств сбрасыванием, ударами, перемещать и транспортировать волоком.

Материальное исполнение поставляемого оборудования должно обеспечить его сохранность при транспортировании и хранении при абсолютной минимальной температуре воздуха окружающей среды.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Требования
109,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Методы консервации и применяемые материалы должны обеспечивать возможность расконсервации АСН без разборки.

В случае хранения АСН свыше срока консервации или обнаружения дефектов временной противокоррозионной защиты при контрольных осмотрах в процессе хранения, необходимо произвести переконсервацию.

Упаковка АСН должна производиться с КД завода-изготовителя.

Все элементы АСН должны быть жёстко закреплены, а при необходимости должны быть применены дополнительные элементы крепления (распорки, растяжки, стяжки и др.).

Штуцера и муфты, после снятия средств измерения, контроля и автоматизации, должны быть закрыты.

Присоединительные концы трубопроводов на период транспортирования и хранения АСН должны быть закрыты пробками.

Дверцы шкафов должны быть закрыты.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Требования
110,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Детали и изделия, снимаемые с АСН на время транспортирования (запорная арматура, выкидные патрубки и т.п.), упаковываются в ящики. Допускается упаковка в ящики завода-изготовителя этих изделий.

Типы, размеры и требования к ящикам по ГОСТ 10198, ГОСТ 21650, ГОСТ 5959 и 
ГОСТ 2991, при поставке оборудования в районы Крайнего Севера и отдаленные районы по ГОСТ 15846.

Максимальная масса грузового места не должна превышать требований, установленных соответствующей документацией.

На ящике с приборами должны быть нанесены в соответствии с ГОСТ 14192 предупредительные знаки, означающие: «Осторожно, хрупкое», «Верх, не кантовать» и т.д.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Ссылка на НД;Требования
111,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","На ящике с технической документацией должна быть нанесена надпись: «Документация здесь».

Площадки обслуживания, лестницы, технологические трубопроводы и др. комплектуются в пакеты или связки.

При упаковке в связки и пакеты должна быть обеспечена компактность пакетов и связок и прочность обвязки их во избежание выпадения и потери отдельных элементов.

Конструкция упаковки, способ упаковки и крепления должны удовлетворять действующим нормам, принятым на транспорте, и обеспечивать полную сохранность изделий при погрузочно-разгрузочных операциях, транспортировании и складировании.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Требования
112,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Условия хранения должны обеспечивать:
 сохраняемость геометрических размеров АСН;
 работоспособность:
 технологического оборудования;
 системы электроснабжения, автоматизации, отопления, вентиляции, охранной сигнализации.

Материальное исполнение поставляемого оборудования должно обеспечить его сохранность при хранении при минимальной температуре воздуха окружающей среды, в зависимости от требований завода-изготовителя оборудования и условий эксплуатации.",Автоматизированная система налива,Не опознано,Транспортирование;Хранение,Не опознано,Требования
113,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","4.11. ТРЕБОВАНИЯ К ПРОМЫШЛЕННОЙ, ПОЖАРНОЙ, ЭКОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ И ОХРАНЕ ТРУДА

Проектная документация и КД должна разрабатываться в соответствии с требованиями законодательства РФ, в том числе, в области промышленной безопасности, в сфере технического регулирования, действующими нормативными правовыми актами и постановлением Правительства РФ от 16.02.2008 № 87 «О составе разделов проектной документации и требованиях к их содержанию».

Принятые технологии, оборудование, строительные решения, организация монтажа и эксплуатации оборудования должны соответствовать требованиям действующих норм и правил в области промышленной безопасности.

Конструкция оборудования должна предусматривать возможность осмотра в процессе эксплуатации, свободного и безопасного доступа к узлам и деталям с целью проведения технического обслуживания, ремонта и технического освидетельствования (диагностирования).",Автоматизированная система налива,Охрана окружающей среды;Промышленная безопасность,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
114,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Объемно-планировочные и конструктивные решения должны соответствовать СП 2.2.1.1312, СП 77.13330.

Требования по охране труда и промышленной безопасности предусмотреть в соответствии с Федеральными нормами и правилами в области промышленной безопасности «Правила безопасности в нефтяной и газовой промышленности», утвержденными приказом Ростехнадзора от 12.03.2013 № 101, Правилами противопожарного режима в Российской Федерации, утвержденными постановлением Правительства РФ от 25.04.2012 № 390, Федеральным законом от 22.07.2008 № 123-ФЗ «Технический регламент о требованиях пожарной безопасности».

Узлы, детали, приспособления и элементы оборудования, которые могут служить источником опасности для работающих, а также поверхности оградительных и защитных устройств должны быть окрашены в сигнальные цвета.",Автоматизированная система налива,Охрана окружающей среды;Промышленная безопасность,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
115,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","На всем электрооборудовании установить знаки «Опасность поражения электрическим током» в соответствии с ГОСТ 12.4.026.

Размещение технологического оборудования, трубопроводной арматуры должно обеспечивать удобство и безопасность их эксплуатации, возможность проведения ремонтных работ и оперативных мер по предотвращению аварийных ситуаций или локализации аварий.

Размещение систем контроля, управления должно осуществляться в местах, удобных и безопасных для обслуживания. 

Обеспечить безопасность конструкции подбором материалов для основных сборочных единиц, деталей и элементов трубопроводов с учетом рабочих параметров и условий эксплуатации.

Материал для основных сборочных единиц (деталей/элементов конструкции/трубопроводов) должен быть разрешен к применению согласно действующей НД РФ.",Автоматизированная система налива,Охрана окружающей среды;Промышленная безопасность,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
116,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Электрооборудование в АСН должно отвечать требованиям ПУЭ.

Предусмотреть меры по защите персонала и оборудования от воздействия токов короткого замыкания, разрядов молнии, статического электричества и выравнивание потенциалов согласно ПУЭ, СО 153-34.21.122 и требований настоящих Методических указаний.

На входных дверях предусмотреть таблички, содержащие надписи:
 наименование помещения;
 номер телефона для вызова пожарной охраны;
 категория помещения по взрывопожарной и пожарной опасности;
 класс зоны в соответствии с гл. 5 Федерального закона от 22.07.2008 № 123-ФЗ «Технический регламент о требованиях пожарной безопасности».

Первичные средства пожаротушения предусмотреть согласно Правил противопожарного режима в Российской Федерации, утвержденных постановлением Правительства РФ от 25.04.2012 № 390.
",Автоматизированная система налива,Охрана окружающей среды;Промышленная безопасность,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
117,1,"4. ТРЕБОВАНИЯ К ПРОЕКТИРОВАНИЮ, ИЗГОТОВЛЕНИЮ И ПОСТАВКЕ ОБОРУДОВАНИЯ","Оборудование АСН должно соответствовать требованиям Федерального закона от 27.01.2002 
№ 7-ФЗ «Об охране окружающей среды», Федерального закона от 26.06.2008 № 96-ФЗ 
«О внесении изменений в Федеральный закон «Об экологической экспертизе»», Федерального закона от 24.06.1998 № 89-ФЗ «Об отходах производства и потребления».

Требования охраны окружающей среды должны быть обеспечены подбором материалов, элементов с учетом параметров и условий эксплуатации. АСН не должен являться источником вредных выбросов, оборудование и трубопроводы установленные в АСН должны быть герметичным и не оказывать отрицательного воздействия на окружающую среду.",Автоматизированная система налива,Охрана окружающей среды;Промышленная безопасность,Комплектация;Проектирование,Не опознано,Ссылка на НД;Требования
118,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"5.1. СХЕМА УСЛОВНОГО ОБОЗНАЧЕНИЯ

Схема условного обозначения АСН, выполнена на основании требований настоящих Методических указаний и представлена в Таблице 10.
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Ссылка на таблицу;Условное обозначение
119,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"Таблица 10
Структурная схема условного обозначения АСН
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Таблица;Условное обозначение
120,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"5.2. РАСШИФРОВКА УСЛОВНОГО ОБОЗНАЧЕНИЯ

Расшифровка условного обозначения АСН представлена в Таблице 11.
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Ссылка на таблицу;Условное обозначение
121,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"
Таблица 11
Расшифровка условного обозначения АСН
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Таблица;Условное обозначение
122,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"5.3. ПРИМЕРЫ УСЛОВНОГО ОБОЗНАЧЕНИЯ

 АСН–1–Ш–37,5–2,5–Р–НК–1–УХЛ–С0

АСН – автоматизированная система налива нефти и (или) нефтепродуктов; 1 – одна консоль верхнего налива; Ш – шестеренный тип насосного агрегата; 37,5 – номинальная производительность;  2,5 – напор создаваемый насосным агрегатом; Р – ручной способ опускания в цистерну; НК – наконечник для автоцистерн с заливной горловиной DN 250 - DN 500; 1 – группа взрывоопасности смесей Т2; УХЛ – климатическое исполнение; 
С0 – несейсмостойкое исполнение.

 АСН–1–Х–Р–НК–1–УХЛ–С0

АСН – автоматизированная система налива нефти и (или) нефтепродуктов; 1 – одна консоль верхнего налива; Х – насосный агрегат не требуется; Р – ручной способ опускания в цистерну; НК – наконечник для автоцистерн с заливной горловиной DN 250 - DN 500; 
1 – группа взрывоопасности смесей Т2; УХЛ – климатическое исполнение; С0 – не сейсмостойкое исполнение.
",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Условное обозначение
123,1,5. УСЛОВНОЕ ОБОЗНАЧЕНИЕ,"5.4. ПРИМЕНЕНИЕ УСЛОВНОГО ОБОЗНАЧЕНИЯ ПРИ ЗАКАЗЕ МТР
Схема условного обозначения АСН должна применяться при формировании унифицированного обозначения МТР в проектной документации. 

Условное обозначение, заданное в настоящих Методических указаниях рекомендуется применять для формирования аналитических материалов для нужд планирования развития Системы типового проектирования  в том числе с использованием корпоративных информационных систем, содержащих данные о МТР.

Условное обозначение вносится в спецификацию оборудования, изделий и материалов по форме ГОСТ 21.110 в графу «Наименование и техническая характеристика» в графу «Тип, марка, обозначение документа, опросного листа» вносится номер и наименование настоящих Методических указаний.

Условное обозначение АСН, проектируемых согласно настоящим Методическим указаниям, соответствует следующему подклассу КФК корпоративного справочника материалов: 07-050700.",Автоматизированная система налива,Не опознано,Комплектация;Проектирование,Не опознано,Ссылка на НД;Условное обозначение
